flow_id,src_ip,dst_ip,src_port,dst_port,flow_duration,total_packets,total_bytes,forward_packets,backward_packets,forward_bytes,backward_bytes,packet_rate,byte_rate,avg_packet_length,min_packet_length,max_packet_length,tcp_syn_count,tcp_fin_count,tcp_ack_count,label
10.116.63.69_10.116.63.54_44452_5000,10.116.63.69,10.116.63.54,44452,5000,2.436120748519897,7,945,7,0,945,0,2.8734207876407427,387.9118063315003,135.0,66,541,0,0,0,BENIGN
10.116.63.69_10.116.63.54_44644_5000,10.116.63.69,10.116.63.54,44644,5000,1.3854691982269287,7,942,7,0,942,0,5.052440002966747,679.9140689706679,134.57142857142858,66,538,0,0,0,BENIGN
10.116.63.69_10.116.63.54_44652_5000,10.116.63.69,10.116.63.54,44652,5000,0.7477989196777344,7,942,7,0,942,0,9.360805178772743,1259.6969254862752,134.57142857142858,66,538,0,0,0,BENIGN
10.116.63.69_10.116.63.54_44660_5000,10.116.63.69,10.116.63.54,44660,5000,3.358189821243286,7,916,7,0,916,0,2.0844563209974902,272.765998576243,130.85714285714286,66,512,0,0,0,BENIGN
10.116.63.69_10.116.63.54_45732_5000,10.116.63.69,10.116.63.54,45732,5000,0.927116870880127,7,952,7,0,952,0,7.550288663558444,1026.8392582439485,136.0,66,548,0,0,0,BENIGN
10.116.63.69_10.116.63.54_45734_5000,10.116.63.69,10.116.63.54,45734,5000,2.2615857124328613,7,952,7,0,952,0,3.0951734269977647,420.943586071696,136.0,66,548,0,0,0,BENIGN
10.116.63.69_10.116.63.54_45748_5000,10.116.63.69,10.116.63.54,45748,5000,3.970209836959839,5,794,5,0,794,0,1.2593792785090463,199.98942942723653,158.8,66,522,0,0,0,BENIGN
10.116.63.69_10.116.63.54_45762_5000,10.116.63.69,10.116.63.54,45762,5000,2.8588929176330566,7,926,7,0,926,0,2.448500241763326,323.9016034104057,132.28571428571428,66,522,0,0,0,BENIGN
10.116.63.69_10.116.63.54_46300_5000,10.116.63.69,10.116.63.54,46300,5000,2.4534237384796143,7,926,7,0,926,0,2.8531557309940667,377.4317438429294,132.28571428571428,66,522,0,0,0,BENIGN
10.116.63.69_10.116.63.54_46314_5000,10.116.63.69,10.116.63.54,46314,5000,2.67130184173584,7,926,7,0,926,0,2.620445166709924,346.64746062477,132.28571428571428,66,522,0,0,0,BENIGN
10.116.63.69_10.116.63.54_46320_5000,10.116.63.69,10.116.63.54,46320,5000,1.2112550735473633,7,952,7,0,952,0,5.779129559803889,785.9616201333288,136.0,66,548,0,0,0,BENIGN
10.116.63.69_10.116.63.54_46326_5000,10.116.63.69,10.116.63.54,46326,5000,20.121188402175903,7,916,7,0,916,0,0.3478919763627391,45.52415004975272,130.85714285714286,66,512,0,0,0,BENIGN
10.116.63.69_10.116.63.54_48544_5000,10.116.63.69,10.116.63.54,48544,5000,2.995654344558716,7,919,7,0,919,0,2.3367181907067307,306.7777167513551,131.28571428571428,66,515,0,0,0,BENIGN
10.116.63.69_10.116.63.54_48548_5000,10.116.63.69,10.116.63.54,48548,5000,5.588002920150757,6,853,6,0,853,0,1.0737288590819365,152.64845279948193,142.16666666666666,66,515,0,0,0,BENIGN
10.116.63.69_10.116.63.54_49500_5000,10.116.63.69,10.116.63.54,49500,5000,2.816474437713623,7,926,7,0,926,0,2.485376720011174,328.7798346757639,132.28571428571428,66,522,0,0,0,BENIGN
10.116.63.69_10.116.63.54_49506_5000,10.116.63.69,10.116.63.54,49506,5000,3.0859367847442627,7,926,7,0,926,0,2.268354956136959,300.0709556261177,132.28571428571428,66,522,0,0,0,BENIGN
10.116.63.69_10.116.63.54_49510_5000,10.116.63.69,10.116.63.54,49510,5000,2.0926432609558105,7,952,7,0,952,0,3.345051748955417,454.9270378579366,136.0,66,548,0,0,0,BENIGN
10.116.63.69_10.116.63.54_49524_5000,10.116.63.69,10.116.63.54,49524,5000,28.77381992340088,7,926,7,0,926,0,0.2432767014819298,32.18203222460957,132.28571428571428,66,522,0,0,0,BENIGN
10.116.63.69_10.116.63.54_49854_5000,10.116.63.69,10.116.63.54,49854,5000,0.0443332195281982,2,132,2,0,132,0,45.11289776119002,2977.451252238541,66.0,66,66,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37440,10.116.63.54,10.116.63.69,5000,37440,2.30841326713562,5,548,5,0,548,0,2.165989977264434,237.392501508182,109.6,66,239,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37442,10.116.63.54,10.116.63.69,5000,37442,0.6619393825531006,5,548,5,0,548,0,7.553561748683085,827.8703676556661,109.6,66,239,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37458,10.116.63.54,10.116.63.69,5000,37458,0.6751918792724609,5,548,5,0,548,0,7.40530233477874,811.6211358917499,109.6,66,239,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37466,10.116.63.54,10.116.63.69,5000,37466,1.224419355392456,5,535,5,0,535,0,4.0835682464341465,436.9418023684537,107.0,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37470,10.116.63.54,10.116.63.69,5000,37470,0.5031158924102783,5,548,5,0,548,0,9.938068098080722,1089.212263549647,109.6,66,239,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37472,10.116.63.54,10.116.63.69,5000,37472,2.324068546295166,5,535,5,0,535,0,2.151399539385608,230.1997507142601,107.0,66,231,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37478,10.116.63.54,10.116.63.69,5000,37478,1.1781363487243652,5,548,5,0,548,0,4.243990948427814,465.1414079476884,109.6,66,239,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37482,10.116.63.54,10.116.63.69,5000,37482,597.9542093276978,10,1082,10,0,1082,0,0.0167236886102756,1.809503107631825,108.2,66,239,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37492,10.116.63.54,10.116.63.69,5000,37492,0.7897727489471436,5,548,5,0,548,0,6.3309350780532325,693.8704845546342,109.6,66,239,0,0,0,BENIGN
10.116.63.54_10.116.63.69_5000_37508,10.116.63.54,10.116.63.69,5000,37508,0.4883434772491455,5,548,5,0,548,0,10.238695166289842,1122.1609902253667,109.6,66,239,0,0,0,BENIGN
