flow_id,src_ip,dst_ip,src_port,dst_port,flow_duration,total_packets,total_bytes,forward_packets,backward_packets,forward_bytes,backward_bytes,packet_rate,byte_rate,avg_packet_length,min_packet_length,max_packet_length,tcp_syn_count,tcp_fin_count,tcp_ack_count,label
127.0.0.1_127.0.0.1_64084_5014,127.0.0.1,127.0.0.1,64084,5014,0.0026035308837890625,4,188,4,0,188,0,1536.3750915750916,72209.62930402931,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64085_5015,127.0.0.1,127.0.0.1,64085,5015,0.01004171371459961,4,188,4,0,188,0,398.3383826392516,18721.903984044828,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64086_5016,127.0.0.1,127.0.0.1,64086,5016,0.0029506683349609375,4,188,4,0,188,0,1355.6250808015513,63714.378797672915,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64087_5017,127.0.0.1,127.0.0.1,64087,5017,0.010702371597290039,4,188,4,0,188,0,373.74893626500926,17566.200004455433,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64088_5018,127.0.0.1,127.0.0.1,64088,5018,0.0034911632537841797,4,188,4,0,188,0,1145.7499146349792,53850.24598784402,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64089_5019,127.0.0.1,127.0.0.1,64089,5019,0.012743711471557617,4,188,4,0,188,0,313.8803015846289,14752.37417447756,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64090_5020,127.0.0.1,127.0.0.1,64090,5020,0.037515878677368164,4,188,4,0,188,0,106.62151976765617,5011.21142907984,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64091_5021,127.0.0.1,127.0.0.1,64091,5021,0.008477926254272461,4,188,4,0,188,0,471.81349306785904,22175.234174189376,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64092_5022,127.0.0.1,127.0.0.1,64092,5022,0.0012059211730957031,4,188,4,0,188,0,3316.966389877422,155897.42032423883,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64093_5023,127.0.0.1,127.0.0.1,64093,5023,0.025234699249267578,4,188,4,0,188,0,158.5118950889061,7450.059069178587,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64094_5024,127.0.0.1,127.0.0.1,64094,5024,0.01826190948486328,4,188,4,0,188,0,219.0351454384041,10294.651835604993,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64095_5025,127.0.0.1,127.0.0.1,64095,5025,0.011006832122802734,4,188,4,0,188,0,363.4106485292206,17080.30048087337,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64096_5026,127.0.0.1,127.0.0.1,64096,5026,0.005097389221191406,4,188,4,0,188,0,784.7154349859682,36881.625444340505,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64097_5027,127.0.0.1,127.0.0.1,64097,5027,0.014626026153564453,4,188,4,0,188,0,273.485084602093,12853.798976298373,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64098_5028,127.0.0.1,127.0.0.1,64098,5028,0.008825063705444336,4,188,4,0,188,0,453.2545184384709,21302.96236660813,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64099_5029,127.0.0.1,127.0.0.1,64099,5029,0.0028007030487060547,4,188,4,0,188,0,1428.2128202945432,67126.00255384353,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64100_5030,127.0.0.1,127.0.0.1,64100,5030,0.011927604675292969,4,188,4,0,188,0,335.35652034860476,15761.756456384424,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64101_5031,127.0.0.1,127.0.0.1,64101,5031,0.005240678787231445,4,188,4,0,188,0,763.2599062826987,35873.21559528684,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64102_5032,127.0.0.1,127.0.0.1,64102,5032,0.014553308486938477,4,188,4,0,188,0,274.8515915532183,12918.02480300126,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64103_5033,127.0.0.1,127.0.0.1,64103,5033,0.0229799747467041,4,188,4,0,188,0,174.0645951133475,8181.035970327333,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64104_5034,127.0.0.1,127.0.0.1,64104,5034,0.00758671760559082,4,188,4,0,188,0,527.2372332736244,24780.149963860345,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64105_5035,127.0.0.1,127.0.0.1,64105,5035,0.0008738040924072266,4,188,4,0,188,0,4577.685129604366,215151.20109140518,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64106_5036,127.0.0.1,127.0.0.1,64106,5036,0.010134458541870117,4,188,4,0,188,0,394.6930152680735,18550.571717599454,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64107_5037,127.0.0.1,127.0.0.1,64107,5037,0.003806591033935547,4,188,4,0,188,0,1050.808969059251,49388.021545784795,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64108_5038,127.0.0.1,127.0.0.1,64108,5038,0.01302647590637207,4,188,4,0,188,0,307.0669326646778,14432.145835239855,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64109_5039,127.0.0.1,127.0.0.1,64109,5039,0.007538557052612305,4,188,4,0,188,0,530.6055219962681,24938.4595338246,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64110_5040,127.0.0.1,127.0.0.1,64110,5040,0.0002894401550292969,4,188,4,0,188,0,13819.782537067545,649529.7792421746,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64111_5041,127.0.0.1,127.0.0.1,64111,5041,0.02562236785888672,4,188,4,0,188,0,156.1135966055012,7337.339040458555,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64112_5042,127.0.0.1,127.0.0.1,64112,5042,0.0047075748443603516,4,188,4,0,188,0,849.6944036464928,39935.63697138516,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64113_5043,127.0.0.1,127.0.0.1,64113,5043,0.013742446899414062,4,188,4,0,188,0,291.06897987508677,13680.242054129078,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64114_5044,127.0.0.1,127.0.0.1,64114,5044,0.0074656009674072266,4,188,4,0,188,0,535.7907578322103,25182.165618113882,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64115_5045,127.0.0.1,127.0.0.1,64115,5045,0.03218841552734375,4,188,4,0,188,0,124.26831002607253,5840.610571225408,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64116_5046,127.0.0.1,127.0.0.1,64116,5046,0.009224176406860352,4,188,4,0,188,0,433.6430509964072,20381.22339683114,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64117_5047,127.0.0.1,127.0.0.1,64117,5047,0.003396749496459961,4,188,4,0,188,0,1177.5964062609671,55347.03109426546,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64118_5048,127.0.0.1,127.0.0.1,64118,5048,0.013311386108398438,4,188,4,0,188,0,300.4946267373549,14123.247456655681,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64119_5049,127.0.0.1,127.0.0.1,64119,5049,0.007215261459350586,4,188,4,0,188,0,554.3804645937283,26055.88183590523,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64120_5050,127.0.0.1,127.0.0.1,64120,5050,0.0017731189727783203,4,188,4,0,188,0,2255.911792389404,106027.854242302,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64121_5001,127.0.0.1,127.0.0.1,64121,5001,0.011544466018676758,4,188,4,0,188,0,346.4863592243035,16284.858883542265,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64122_5002,127.0.0.1,127.0.0.1,64122,5002,0.004929542541503906,4,188,4,0,188,0,811.4343199845231,38137.413039272586,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64123_5003,127.0.0.1,127.0.0.1,64123,5003,0.013806819915771484,4,188,4,0,188,0,289.71189777240545,13616.459195303056,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64124_5004,127.0.0.1,127.0.0.1,64124,5004,0.038019418716430664,4,188,4,0,188,0,105.20939391088953,4944.841513811808,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64125_5005,127.0.0.1,127.0.0.1,64125,5005,0.03159809112548828,4,188,4,0,188,0,126.58992545196632,5949.726496242417,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64126_5006,127.0.0.1,127.0.0.1,64126,5006,0.024296045303344727,4,188,4,0,188,0,164.63584711250675,7737.884814287817,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64127_5007,127.0.0.1,127.0.0.1,64127,5007,0.018058300018310547,4,188,4,0,188,0,221.50479258535555,10410.72525151171,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64128_5008,127.0.0.1,127.0.0.1,64128,5008,0.010658979415893555,4,188,4,0,188,0,375.27044981770194,17637.71114143199,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64129_5009,127.0.0.1,127.0.0.1,64129,5009,0.003268003463745117,4,188,4,0,188,0,1223.9889107755162,57527.47880644926,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64130_5010,127.0.0.1,127.0.0.1,64130,5010,0.02682948112487793,4,188,4,0,188,0,149.08972638650684,7007.217140165821,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64131_5011,127.0.0.1,127.0.0.1,64131,5011,0.03635358810424805,4,188,4,0,188,0,110.03040438620654,5171.429006151707,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64132_5012,127.0.0.1,127.0.0.1,64132,5012,0.015294790267944336,4,188,4,0,188,0,261.5269598291531,12291.767111970195,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64133_5013,127.0.0.1,127.0.0.1,64133,5013,0.007686138153076172,4,188,4,0,188,0,520.4173956200757,24459.617594143558,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64134_5014,127.0.0.1,127.0.0.1,64134,5014,0.0005674362182617188,4,188,4,0,188,0,7049.250420168068,331314.76974789915,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64135_5015,127.0.0.1,127.0.0.1,64135,5015,0.008193016052246094,4,188,4,0,188,0,488.2206960772902,22946.37271563264,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64136_5016,127.0.0.1,127.0.0.1,64136,5016,0.03034210205078125,4,188,4,0,188,0,131.8300226301232,6196.011063615791,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64137_5017,127.0.0.1,127.0.0.1,64137,5017,0.009010791778564453,4,188,4,0,188,0,443.91215536857703,20863.87130232312,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64138_5018,127.0.0.1,127.0.0.1,64138,5018,0.0032815933227539062,4,188,4,0,188,0,1218.9200813716943,57289.24382446963,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64139_5019,127.0.0.1,127.0.0.1,64139,5019,0.012207984924316406,4,188,4,0,188,0,327.65440199984374,15399.756893992657,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64140_5020,127.0.0.1,127.0.0.1,64140,5020,0.003832101821899414,4,188,4,0,188,0,1043.813600447956,49059.23922105394,47.0,44,56,0,0,0,PORT_SCAN
127.0.0.1_127.0.0.1_64141_5021,127.0.0.1,127.0.0.1,64141,5021,0.013241291046142578,4,188,4,0,188,0,302.0853469696424,14198.011307573193,47.0,44,56,0,0,0,PORT_SCAN
