timestamp,src_ip,dst_ip,icmp_type,icmp_code,frame_length,ttl,label
1786194603.1956403,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194604.2173648,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194604.2174883,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194605.2332664,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194605.2334647,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194606.2461703,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194606.246366,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194607.2543476,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194607.254428,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194608.2649603,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194608.2650704,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194651.4288032,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194651.428886,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194651.4451833,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194651.4452603,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194651.5387115,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194651.538797,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194651.5832655,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194651.5833576,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194651.6432884,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194651.6433651,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194651.7022913,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194651.7025268,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194651.776966,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194651.7772088,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194651.8545315,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194651.8547654,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194651.910508,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194651.9107585,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194651.9903867,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194651.9906263,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.06235,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.0625775,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.1256034,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.125742,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.1866117,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.1868062,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.247303,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.2475476,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.3190672,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.3192892,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.381528,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.3816776,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.462845,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.463094,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.5243018,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.524537,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.595371,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.5954452,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.6524613,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.6526911,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.7120328,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.7122624,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.7872736,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.787513,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.8421717,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
1786194652.8423955,127.0.0.1,127.0.0.1,0,0,64,128,ICMP_TRAFFIC
1786194652.891945,127.0.0.1,127.0.0.1,8,0,64,128,ICMP_TRAFFIC
