flow_id,src_ip,dst_ip,src_port,dst_port,flow_duration,total_packets,total_bytes,forward_packets,backward_packets,forward_bytes,backward_bytes,packet_rate,byte_rate,avg_packet_length,min_packet_length,max_packet_length,tcp_syn_count,tcp_fin_count,tcp_ack_count,label,source_dataset,avg_udp_length,min_udp_length,max_udp_length,total_requests,request_rate,avg_uri_length,max_uri_length,avg_query_length,avg_special_char_count,total_angle_bracket_count,total_script_keyword_count,total_event_handler_count,total_encoded_char_count,avg_user_agent_length,avg_frame_length,max_frame_length,icmp_request_count,icmp_reply_count,icmp_other_count,request_reply_ratio,avg_ttl
127.0.0.1-127.0.0.1-5051-52706,127.0.0.1,127.0.0.1,5051.0,52706.0,0.0032477378845214,9.0,667,9.0,0.0,667.0,0.0,2771.159594773161,205373.71663485537,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52707,127.0.0.1,127.0.0.1,5051.0,52707.0,0.0033612251281738,9.0,667,9.0,0.0,667.0,0.0,2677.5951198751595,198439.5494396368,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52708,127.0.0.1,127.0.0.1,5051.0,52708.0,0.0084812641143798,9.0,667,9.0,0.0,667.0,0.0,1061.1625671155089,78643.93691844938,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52709,127.0.0.1,127.0.0.1,5051.0,52709.0,0.0123369693756103,9.0,667,9.0,0.0,667.0,0.0,729.5146584211035,54065.14190743067,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52710,127.0.0.1,127.0.0.1,5051.0,52710.0,0.0038549900054931,9.0,667,9.0,0.0,667.0,0.0,2334.6364029933825,173022.49786628733,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52711,127.0.0.1,127.0.0.1,5051.0,52711.0,0.0053634643554687,9.0,667,9.0,0.0,667.0,0.0,1678.0199146514935,124359.92034139404,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52712,127.0.0.1,127.0.0.1,5051.0,52712.0,0.0130448341369628,9.0,667,9.0,0.0,667.0,0.0,689.9282816098256,51131.35153708374,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52713,127.0.0.1,127.0.0.1,5051.0,52713.0,0.333740234375,10.0,711,10.0,0.0,711.0,0.0,29.96342355523043,2130.3994147768835,71.1,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52714,127.0.0.1,127.0.0.1,5051.0,52714.0,0.0043072700500488,9.0,667,9.0,0.0,667.0,0.0,2089.4905347060776,154854.46518321708,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52715,127.0.0.1,127.0.0.1,5051.0,52715.0,0.0042247772216796,9.0,667,9.0,0.0,667.0,0.0,2130.289841986456,157878.1471783296,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52716,127.0.0.1,127.0.0.1,5051.0,52716.0,0.0056250095367431,9.0,667,9.0,0.0,667.0,0.0,1599.997287330988,118577.57673886322,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52717,127.0.0.1,127.0.0.1,5051.0,52717.0,0.0051612854003906,9.0,667,9.0,0.0,667.0,0.0,1743.7516629711752,129231.37324464154,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52718,127.0.0.1,127.0.0.1,5051.0,52718.0,0.010256290435791,9.0,667,9.0,0.0,667.0,0.0,877.5102515226184,65033.25975173184,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52719,127.0.0.1,127.0.0.1,5051.0,52719.0,0.3361284732818603,10.0,711,10.0,0.0,711.0,0.0,29.75052932101502,2115.262634724168,71.1,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52720,127.0.0.1,127.0.0.1,5051.0,52720.0,0.0090386867523193,9.0,667,9.0,0.0,667.0,0.0,995.7198702223628,73793.90593759068,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52721,127.0.0.1,127.0.0.1,5051.0,52721.0,0.3241007328033447,10.0,711,10.0,0.0,711.0,0.0,30.85460471966202,2193.7623955679696,71.1,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52722,127.0.0.1,127.0.0.1,5051.0,52722.0,0.0047674179077148,9.0,667,9.0,0.0,667.0,0.0,1887.8143628725743,139908.0200040008,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52723,127.0.0.1,127.0.0.1,5051.0,52723.0,0.0047452449798583,9.0,667,9.0,0.0,667.0,0.0,1896.6354820881277,140561.762950309,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52724,127.0.0.1,127.0.0.1,5051.0,52724.0,0.0042335987091064,9.0,667,9.0,0.0,667.0,0.0,2125.850988342625,157549.17880272568,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52725,127.0.0.1,127.0.0.1,5051.0,52725.0,0.0033040046691894,9.0,667,9.0,0.0,667.0,0.0,2723.9670948188773,201876.22802713237,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52726,127.0.0.1,127.0.0.1,5051.0,52726.0,0.0027227401733398,9.0,667,9.0,0.0,667.0,0.0,3305.493520140105,244973.79754816112,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52727,127.0.0.1,127.0.0.1,5051.0,52727.0,0.0029799938201904,9.0,667,9.0,0.0,667.0,0.0,3020.140491239299,223825.96751740135,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52728,127.0.0.1,127.0.0.1,5051.0,52728.0,0.0032343864440917,9.0,667,9.0,0.0,667.0,0.0,2782.5988500663425,206221.4925549167,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52729,127.0.0.1,127.0.0.1,5051.0,52729.0,0.0029318332672119,9.0,667,9.0,0.0,667.0,0.0,3069.7516467431083,227502.7053752948,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52730,127.0.0.1,127.0.0.1,5051.0,52730.0,0.0035927295684814,9.0,667,9.0,0.0,667.0,0.0,2505.059128011149,185652.71537593732,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52731,127.0.0.1,127.0.0.1,5051.0,52731.0,0.017972707748413,9.0,667,9.0,0.0,667.0,0.0,500.7592693312816,37111.82584932943,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52732,127.0.0.1,127.0.0.1,5051.0,52732.0,0.0037176609039306,8.0,623,8.0,0.0,623.0,0.0,2151.890720194959,167578.48983518247,77.875,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52733,127.0.0.1,127.0.0.1,5051.0,52733.0,0.003875732421875,9.0,667,9.0,0.0,667.0,0.0,2322.1417322834645,172096.5039370079,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52734,127.0.0.1,127.0.0.1,5051.0,52734.0,0.003812551498413,9.0,667,9.0,0.0,667.0,0.0,2360.6238509161403,174948.45650678506,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52735,127.0.0.1,127.0.0.1,5051.0,52735.0,0.0034818649291992,9.0,667,9.0,0.0,667.0,0.0,2584.821692686935,191564.0076691317,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52736,127.0.0.1,127.0.0.1,5051.0,52736.0,0.0065665245056152,9.0,667,9.0,0.0,667.0,0.0,1370.5880473458717,101575.80306441072,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52737,127.0.0.1,127.0.0.1,5051.0,52737.0,0.0047895908355712,9.0,667,9.0,0.0,667.0,0.0,1879.0749166210364,139260.32993180348,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52738,127.0.0.1,127.0.0.1,5051.0,52738.0,0.0040078163146972,9.0,667,9.0,0.0,667.0,0.0,2245.611897679953,166424.79286139202,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52739,127.0.0.1,127.0.0.1,5051.0,52739.0,0.0076358318328857,9.0,667,9.0,0.0,667.0,0.0,1178.6535111000094,87351.32132263403,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52740,127.0.0.1,127.0.0.1,5051.0,52740.0,0.0051386356353759,9.0,667,9.0,0.0,667.0,0.0,1751.437665290215,129800.99141650814,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52741,127.0.0.1,127.0.0.1,5051.0,52741.0,0.0158908367156982,9.0,667,9.0,0.0,667.0,0.0,566.3641355718594,41973.87538071447,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52742,127.0.0.1,127.0.0.1,5051.0,52742.0,0.0066277980804443,9.0,667,9.0,0.0,667.0,0.0,1357.917047375805,100636.7411777402,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52743,127.0.0.1,127.0.0.1,5051.0,52743.0,0.0083343982696533,9.0,667,9.0,0.0,667.0,0.0,1079.8620018880338,80029.77280659096,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52744,127.0.0.1,127.0.0.1,5051.0,52744.0,0.0118067264556884,9.0,667,9.0,0.0,667.0,0.0,762.2773368873811,56493.22041154258,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52745,127.0.0.1,127.0.0.1,5051.0,52745.0,0.0043003559112548,9.0,667,9.0,0.0,667.0,0.0,2092.850030492876,155103.4411487498,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52746,127.0.0.1,127.0.0.1,5051.0,52746.0,0.0052626132965087,9.0,667,9.0,0.0,667.0,0.0,1710.1769582748154,126743.11457436687,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52747,127.0.0.1,127.0.0.1,5051.0,52747.0,0.0085952281951904,9.0,667,9.0,0.0,667.0,0.0,1047.0926187900477,77601.19741477352,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52748,127.0.0.1,127.0.0.1,5051.0,52748.0,0.024379014968872,9.0,667,9.0,0.0,667.0,0.0,369.1699607835467,27359.59598251396,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52749,127.0.0.1,127.0.0.1,5051.0,52749.0,0.0028412342071533,9.0,667,9.0,0.0,667.0,0.0,3167.637492657548,234757.1341780649,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52750,127.0.0.1,127.0.0.1,5051.0,52750.0,0.0027525424957275,9.0,667,9.0,0.0,667.0,0.0,3269.704287570377,242321.41775660455,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52751,127.0.0.1,127.0.0.1,5051.0,52751.0,0.0129694938659667,8.0,623,8.0,0.0,623.0,0.0,616.832089415052,48035.79896319718,77.875,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52752,127.0.0.1,127.0.0.1,5051.0,52752.0,0.0028188228607177,9.0,667,9.0,0.0,667.0,0.0,3192.822126363867,236623.5953649666,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52753,127.0.0.1,127.0.0.1,5051.0,52753.0,0.0040373802185058,9.0,667,9.0,0.0,667.0,0.0,2229.168300460612,165206.13960080312,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52754,127.0.0.1,127.0.0.1,5051.0,52754.0,0.0138170719146728,9.0,667,9.0,0.0,667.0,0.0,651.3681086397598,48273.61427363553,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52755,127.0.0.1,127.0.0.1,5051.0,52755.0,0.0047457218170166,9.0,667,9.0,0.0,667.0,0.0,1896.4449133383573,140547.63968852046,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52756,127.0.0.1,127.0.0.1,5051.0,52756.0,0.3251080513000488,10.0,711,10.0,0.0,711.0,0.0,30.75900446024573,2186.965217123472,71.1,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52757,127.0.0.1,127.0.0.1,5051.0,52757.0,0.0062692165374755,9.0,667,9.0,0.0,667.0,0.0,1435.586081003993,106392.87955885148,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52758,127.0.0.1,127.0.0.1,5051.0,52758.0,0.0166397094726562,9.0,667,9.0,0.0,667.0,0.0,540.8748280605226,40084.83447959652,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52759,127.0.0.1,127.0.0.1,5051.0,52759.0,0.0250952243804931,9.0,667,9.0,0.0,667.0,0.0,358.6339720873671,26578.762153585983,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52760,127.0.0.1,127.0.0.1,5051.0,52760.0,0.0034570693969726,9.0,667,9.0,0.0,667.0,0.0,2603.361103448276,192937.984,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52761,127.0.0.1,127.0.0.1,5051.0,52761.0,0.0037055015563964,9.0,667,9.0,0.0,667.0,0.0,2428.8210011581523,180002.62308583193,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52762,127.0.0.1,127.0.0.1,5051.0,52762.0,0.0137720108032226,9.0,667,9.0,0.0,667.0,0.0,653.4993421508206,48431.56235717748,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52763,127.0.0.1,127.0.0.1,5051.0,52763.0,0.0034034252166748,9.0,667,9.0,0.0,667.0,0.0,2644.394816112084,195979.0380385289,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52764,127.0.0.1,127.0.0.1,5051.0,52764.0,0.0034873485565185,9.0,667,9.0,0.0,667.0,0.0,2580.7572297805427,191262.78580706916,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52765,127.0.0.1,127.0.0.1,5051.0,52765.0,0.0039167404174804,9.0,667,9.0,0.0,667.0,0.0,2297.8290723155587,170294.66569271975,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52766,127.0.0.1,127.0.0.1,5051.0,52766.0,0.009744644165039,9.0,667,9.0,0.0,667.0,0.0,923.5842630651792,68447.85594049716,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52767,127.0.0.1,127.0.0.1,5051.0,52767.0,0.0038340091705322,9.0,667,9.0,0.0,667.0,0.0,2347.4122256078604,173969.32827560476,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52768,127.0.0.1,127.0.0.1,5051.0,52768.0,0.004040241241455,9.0,667,9.0,0.0,667.0,0.0,2227.5897556945592,165089.15189425234,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52769,127.0.0.1,127.0.0.1,5051.0,52769.0,0.0038888454437255,9.0,667,9.0,0.0,667.0,0.0,2314.311568879897,171516.20182698793,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52770,127.0.0.1,127.0.0.1,5051.0,52770.0,0.0037567615509033,9.0,667,9.0,0.0,667.0,0.0,2395.68039601447,177546.53601573902,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52771,127.0.0.1,127.0.0.1,5051.0,52771.0,0.0037400722503662,9.0,667,9.0,0.0,667.0,0.0,2406.370625358577,178338.80079046343,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52772,127.0.0.1,127.0.0.1,5051.0,52772.0,0.0038816928863525,9.0,667,9.0,0.0,667.0,0.0,2318.576008844665,171832.24421104355,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52773,127.0.0.1,127.0.0.1,5051.0,52773.0,0.0036098957061767,9.0,667,9.0,0.0,667.0,0.0,2493.1468198930056,184769.88098540387,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52774,127.0.0.1,127.0.0.1,5051.0,52774.0,0.0038223266601562,9.0,667,9.0,0.0,667.0,0.0,2354.5868263473053,174501.04590818365,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52775,127.0.0.1,127.0.0.1,5051.0,52775.0,0.0044398307800292,9.0,667,9.0,0.0,667.0,0.0,2027.1042852540008,150230.9509182687,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52776,127.0.0.1,127.0.0.1,5051.0,52776.0,0.3327553272247314,10.0,711,10.0,0.0,711.0,0.0,30.052110911048903,2136.705085775577,71.1,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52777,127.0.0.1,127.0.0.1,5051.0,52777.0,0.3324689865112304,9.0,667,9.0,0.0,667.0,0.0,27.07019410875483,2006.2021633932743,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52778,127.0.0.1,127.0.0.1,5051.0,52778.0,0.0061824321746826,9.0,667,9.0,0.0,667.0,0.0,1455.7377656087308,107886.34329566928,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52779,127.0.0.1,127.0.0.1,5051.0,52779.0,0.0057466030120849,9.0,667,9.0,0.0,667.0,0.0,1566.1426378459114,116068.57104924698,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52780,127.0.0.1,127.0.0.1,5051.0,52780.0,0.0172574520111084,8.0,623,8.0,0.0,623.0,0.0,463.5678543304367,36100.34665598276,77.875,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52781,127.0.0.1,127.0.0.1,5051.0,52781.0,0.0028960704803466,9.0,667,9.0,0.0,667.0,0.0,3107.659175104964,230312.0744216679,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52782,127.0.0.1,127.0.0.1,5051.0,52782.0,0.0042793750762939,9.0,667,9.0,0.0,667.0,0.0,2103.110813972923,155863.87921332664,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52783,127.0.0.1,127.0.0.1,5051.0,52783.0,0.004288911819458,9.0,667,9.0,0.0,667.0,0.0,2098.4343765634558,155517.30324086943,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52784,127.0.0.1,127.0.0.1,5051.0,52784.0,0.0051958560943603,9.0,667,9.0,0.0,667.0,0.0,1732.149589317671,128371.5306749874,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52785,127.0.0.1,127.0.0.1,5051.0,52785.0,0.004091739654541,9.0,667,9.0,0.0,667.0,0.0,2199.5534320009324,163011.34879384688,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
127.0.0.1-127.0.0.1-5051-52786,127.0.0.1,127.0.0.1,5051.0,52786.0,0.002993106842041,9.0,667,9.0,0.0,667.0,0.0,3006.909032977537,222845.3694440019,74.11111111111111,44.0,219.0,0.0,0.0,0.0,BRUTE_FORCE,bruteforce_01_flows.csv,,,,,,,,,,,,,,,,,,,,,
