timestamp,src_ip,dst_ip,src_port,dst_port,tcp_flags,frame_length,tcp_length,label
1786177149.909629,127.0.0.1,127.0.0.1,59436,5052,,44,0,HTTP_FLOOD
1786177149.915296,127.0.0.1,127.0.0.1,59436,5052,,44,0,HTTP_FLOOD
1786177149.917426,127.0.0.1,127.0.0.1,59436,5052,,44,0,HTTP_FLOOD
1786177149.9233184,127.0.0.1,127.0.0.1,59437,5052,,56,0,HTTP_FLOOD
1786177149.9234352,127.0.0.1,127.0.0.1,59437,5052,,44,0,HTTP_FLOOD
1786177149.9236348,127.0.0.1,127.0.0.1,59437,5052,,183,139,HTTP_FLOOD
1786177149.9244137,127.0.0.1,127.0.0.1,59437,5052,,44,0,HTTP_FLOOD
1786177149.9244332,127.0.0.1,127.0.0.1,59437,5052,,44,0,HTTP_FLOOD
1786177149.9301336,127.0.0.1,127.0.0.1,59437,5052,,44,0,HTTP_FLOOD
1786177149.9319837,127.0.0.1,127.0.0.1,59437,5052,,44,0,HTTP_FLOOD
1786177149.9369442,127.0.0.1,127.0.0.1,59438,5052,,56,0,HTTP_FLOOD
1786177149.9370582,127.0.0.1,127.0.0.1,59438,5052,,44,0,HTTP_FLOOD
1786177149.9372463,127.0.0.1,127.0.0.1,59438,5052,,183,139,HTTP_FLOOD
1786177149.9380517,127.0.0.1,127.0.0.1,59438,5052,,44,0,HTTP_FLOOD
1786177149.938074,127.0.0.1,127.0.0.1,59438,5052,,44,0,HTTP_FLOOD
1786177149.9439602,127.0.0.1,127.0.0.1,59438,5052,,44,0,HTTP_FLOOD
1786177149.946508,127.0.0.1,127.0.0.1,59438,5052,,44,0,HTTP_FLOOD
1786177149.949932,127.0.0.1,127.0.0.1,59439,5052,,56,0,HTTP_FLOOD
1786177149.9500608,127.0.0.1,127.0.0.1,59439,5052,,44,0,HTTP_FLOOD
1786177149.9502587,127.0.0.1,127.0.0.1,59439,5052,,183,139,HTTP_FLOOD
1786177149.9511034,127.0.0.1,127.0.0.1,59439,5052,,44,0,HTTP_FLOOD
1786177149.9511244,127.0.0.1,127.0.0.1,59439,5052,,44,0,HTTP_FLOOD
1786177149.9565005,127.0.0.1,127.0.0.1,59439,5052,,44,0,HTTP_FLOOD
1786177149.9586153,127.0.0.1,127.0.0.1,59439,5052,,44,0,HTTP_FLOOD
1786177149.9624288,127.0.0.1,127.0.0.1,59440,5052,,56,0,HTTP_FLOOD
1786177149.962577,127.0.0.1,127.0.0.1,59440,5052,,44,0,HTTP_FLOOD
1786177149.9627545,127.0.0.1,127.0.0.1,59440,5052,,183,139,HTTP_FLOOD
1786177149.9640393,127.0.0.1,127.0.0.1,59440,5052,,44,0,HTTP_FLOOD
1786177149.9640617,127.0.0.1,127.0.0.1,59440,5052,,44,0,HTTP_FLOOD
1786177149.9691768,127.0.0.1,127.0.0.1,59440,5052,,44,0,HTTP_FLOOD
1786177149.9713,127.0.0.1,127.0.0.1,59440,5052,,44,0,HTTP_FLOOD
1786177149.9755316,127.0.0.1,127.0.0.1,59441,5052,,56,0,HTTP_FLOOD
1786177149.9756415,127.0.0.1,127.0.0.1,59441,5052,,44,0,HTTP_FLOOD
1786177149.9757812,127.0.0.1,127.0.0.1,59441,5052,,183,139,HTTP_FLOOD
1786177149.97701,127.0.0.1,127.0.0.1,59441,5052,,44,0,HTTP_FLOOD
1786177149.9770591,127.0.0.1,127.0.0.1,59441,5052,,44,0,HTTP_FLOOD
1786177149.98219,127.0.0.1,127.0.0.1,59441,5052,,44,0,HTTP_FLOOD
1786177149.984934,127.0.0.1,127.0.0.1,59441,5052,,44,0,HTTP_FLOOD
1786177149.987854,127.0.0.1,127.0.0.1,59442,5052,,56,0,HTTP_FLOOD
1786177149.9879613,127.0.0.1,127.0.0.1,59442,5052,,44,0,HTTP_FLOOD
1786177149.9881487,127.0.0.1,127.0.0.1,59442,5052,,183,139,HTTP_FLOOD
1786177149.988928,127.0.0.1,127.0.0.1,59442,5052,,44,0,HTTP_FLOOD
1786177149.988948,127.0.0.1,127.0.0.1,59442,5052,,44,0,HTTP_FLOOD
1786177149.9940784,127.0.0.1,127.0.0.1,59442,5052,,44,0,HTTP_FLOOD
1786177149.995934,127.0.0.1,127.0.0.1,59442,5052,,44,0,HTTP_FLOOD
1786177150.0008628,127.0.0.1,127.0.0.1,59443,5052,,56,0,HTTP_FLOOD
1786177150.0009835,127.0.0.1,127.0.0.1,59443,5052,,44,0,HTTP_FLOOD
1786177150.0011227,127.0.0.1,127.0.0.1,59443,5052,,183,139,HTTP_FLOOD
1786177150.0019915,127.0.0.1,127.0.0.1,59443,5052,,44,0,HTTP_FLOOD
1786177150.0020123,127.0.0.1,127.0.0.1,59443,5052,,44,0,HTTP_FLOOD
1786177150.007198,127.0.0.1,127.0.0.1,59443,5052,,44,0,HTTP_FLOOD
1786177150.0091708,127.0.0.1,127.0.0.1,59443,5052,,44,0,HTTP_FLOOD
1786177150.0136297,127.0.0.1,127.0.0.1,59445,5052,,56,0,HTTP_FLOOD
1786177150.0137403,127.0.0.1,127.0.0.1,59445,5052,,44,0,HTTP_FLOOD
1786177150.0138798,127.0.0.1,127.0.0.1,59445,5052,,183,139,HTTP_FLOOD
1786177150.0147262,127.0.0.1,127.0.0.1,59445,5052,,44,0,HTTP_FLOOD
1786177150.0147476,127.0.0.1,127.0.0.1,59445,5052,,44,0,HTTP_FLOOD
1786177150.0202985,127.0.0.1,127.0.0.1,59445,5052,,44,0,HTTP_FLOOD
1786177150.0221128,127.0.0.1,127.0.0.1,59445,5052,,44,0,HTTP_FLOOD
1786177150.0265863,127.0.0.1,127.0.0.1,59446,5052,,56,0,HTTP_FLOOD
1786177150.0267131,127.0.0.1,127.0.0.1,59446,5052,,44,0,HTTP_FLOOD
1786177150.0268629,127.0.0.1,127.0.0.1,59446,5052,,183,139,HTTP_FLOOD
1786177150.027825,127.0.0.1,127.0.0.1,59446,5052,,44,0,HTTP_FLOOD
1786177150.0278478,127.0.0.1,127.0.0.1,59446,5052,,44,0,HTTP_FLOOD
1786177150.0335417,127.0.0.1,127.0.0.1,59446,5052,,44,0,HTTP_FLOOD
1786177150.0355017,127.0.0.1,127.0.0.1,59446,5052,,44,0,HTTP_FLOOD
1786177150.0394585,127.0.0.1,127.0.0.1,59447,5052,,56,0,HTTP_FLOOD
1786177150.039576,127.0.0.1,127.0.0.1,59447,5052,,44,0,HTTP_FLOOD
1786177150.0397213,127.0.0.1,127.0.0.1,59447,5052,,183,139,HTTP_FLOOD
1786177150.0407355,127.0.0.1,127.0.0.1,59447,5052,,44,0,HTTP_FLOOD
1786177150.0407572,127.0.0.1,127.0.0.1,59447,5052,,44,0,HTTP_FLOOD
1786177150.0459044,127.0.0.1,127.0.0.1,59447,5052,,44,0,HTTP_FLOOD
1786177150.0478797,127.0.0.1,127.0.0.1,59447,5052,,44,0,HTTP_FLOOD
1786177150.0531633,127.0.0.1,127.0.0.1,59448,5052,,56,0,HTTP_FLOOD
1786177150.053332,127.0.0.1,127.0.0.1,59448,5052,,44,0,HTTP_FLOOD
1786177150.0536852,127.0.0.1,127.0.0.1,59448,5052,,183,139,HTTP_FLOOD
1786177150.0547905,127.0.0.1,127.0.0.1,59448,5052,,44,0,HTTP_FLOOD
1786177150.0548475,127.0.0.1,127.0.0.1,59448,5052,,44,0,HTTP_FLOOD
1786177150.0617704,127.0.0.1,127.0.0.1,59448,5052,,44,0,HTTP_FLOOD
1786177150.0634434,127.0.0.1,127.0.0.1,59448,5052,,44,0,HTTP_FLOOD
1786177150.0676987,127.0.0.1,127.0.0.1,59449,5052,,56,0,HTTP_FLOOD
1786177150.0678248,127.0.0.1,127.0.0.1,59449,5052,,44,0,HTTP_FLOOD
1786177150.0679872,127.0.0.1,127.0.0.1,59449,5052,,183,139,HTTP_FLOOD
1786177150.0689769,127.0.0.1,127.0.0.1,59449,5052,,44,0,HTTP_FLOOD
1786177150.0689983,127.0.0.1,127.0.0.1,59449,5052,,44,0,HTTP_FLOOD
1786177150.0737772,127.0.0.1,127.0.0.1,59449,5052,,44,0,HTTP_FLOOD
1786177150.0758047,127.0.0.1,127.0.0.1,59449,5052,,44,0,HTTP_FLOOD
1786177150.079442,127.0.0.1,127.0.0.1,59450,5052,,56,0,HTTP_FLOOD
1786177150.0795443,127.0.0.1,127.0.0.1,59450,5052,,44,0,HTTP_FLOOD
1786177150.0796988,127.0.0.1,127.0.0.1,59450,5052,,183,139,HTTP_FLOOD
1786177150.0806336,127.0.0.1,127.0.0.1,59450,5052,,44,0,HTTP_FLOOD
1786177150.0806577,127.0.0.1,127.0.0.1,59450,5052,,44,0,HTTP_FLOOD
1786177150.08574,127.0.0.1,127.0.0.1,59450,5052,,44,0,HTTP_FLOOD
1786177150.0876906,127.0.0.1,127.0.0.1,59450,5052,,44,0,HTTP_FLOOD
1786177150.0923467,127.0.0.1,127.0.0.1,59451,5052,,56,0,HTTP_FLOOD
1786177150.092504,127.0.0.1,127.0.0.1,59451,5052,,44,0,HTTP_FLOOD
1786177150.0927615,127.0.0.1,127.0.0.1,59451,5052,,183,139,HTTP_FLOOD
1786177150.0937169,127.0.0.1,127.0.0.1,59451,5052,,44,0,HTTP_FLOOD
1786177150.0937388,127.0.0.1,127.0.0.1,59451,5052,,44,0,HTTP_FLOOD
1786177150.098992,127.0.0.1,127.0.0.1,59451,5052,,44,0,HTTP_FLOOD
1786177150.1008022,127.0.0.1,127.0.0.1,59451,5052,,44,0,HTTP_FLOOD
1786177150.1049056,127.0.0.1,127.0.0.1,59452,5052,,56,0,HTTP_FLOOD
1786177150.1050162,127.0.0.1,127.0.0.1,59452,5052,,44,0,HTTP_FLOOD
1786177150.10516,127.0.0.1,127.0.0.1,59452,5052,,183,139,HTTP_FLOOD
1786177150.105939,127.0.0.1,127.0.0.1,59452,5052,,44,0,HTTP_FLOOD
1786177150.1059587,127.0.0.1,127.0.0.1,59452,5052,,44,0,HTTP_FLOOD
1786177150.110678,127.0.0.1,127.0.0.1,59452,5052,,44,0,HTTP_FLOOD
1786177150.112342,127.0.0.1,127.0.0.1,59452,5052,,44,0,HTTP_FLOOD
1786177150.11632,127.0.0.1,127.0.0.1,59453,5052,,56,0,HTTP_FLOOD
1786177150.116439,127.0.0.1,127.0.0.1,59453,5052,,44,0,HTTP_FLOOD
1786177150.1165802,127.0.0.1,127.0.0.1,59453,5052,,183,139,HTTP_FLOOD
1786177150.117617,127.0.0.1,127.0.0.1,59453,5052,,44,0,HTTP_FLOOD
1786177150.1176412,127.0.0.1,127.0.0.1,59453,5052,,44,0,HTTP_FLOOD
1786177150.1224265,127.0.0.1,127.0.0.1,59453,5052,,44,0,HTTP_FLOOD
1786177150.1244242,127.0.0.1,127.0.0.1,59453,5052,,44,0,HTTP_FLOOD
1786177150.1278782,127.0.0.1,127.0.0.1,59454,5052,,56,0,HTTP_FLOOD
1786177150.1279829,127.0.0.1,127.0.0.1,59454,5052,,44,0,HTTP_FLOOD
1786177150.1281397,127.0.0.1,127.0.0.1,59454,5052,,183,139,HTTP_FLOOD
1786177150.128972,127.0.0.1,127.0.0.1,59454,5052,,44,0,HTTP_FLOOD
1786177150.1289954,127.0.0.1,127.0.0.1,59454,5052,,44,0,HTTP_FLOOD
1786177150.1337671,127.0.0.1,127.0.0.1,59454,5052,,44,0,HTTP_FLOOD
1786177150.135509,127.0.0.1,127.0.0.1,59454,5052,,44,0,HTTP_FLOOD
1786177150.1389997,127.0.0.1,127.0.0.1,59455,5052,,56,0,HTTP_FLOOD
1786177150.139118,127.0.0.1,127.0.0.1,59455,5052,,44,0,HTTP_FLOOD
1786177150.139253,127.0.0.1,127.0.0.1,59455,5052,,183,139,HTTP_FLOOD
1786177150.1400917,127.0.0.1,127.0.0.1,59455,5052,,44,0,HTTP_FLOOD
1786177150.1401134,127.0.0.1,127.0.0.1,59455,5052,,44,0,HTTP_FLOOD
1786177150.1447475,127.0.0.1,127.0.0.1,59455,5052,,44,0,HTTP_FLOOD
1786177150.1466684,127.0.0.1,127.0.0.1,59455,5052,,44,0,HTTP_FLOOD
1786177150.1504076,127.0.0.1,127.0.0.1,59456,5052,,56,0,HTTP_FLOOD
1786177150.150538,127.0.0.1,127.0.0.1,59456,5052,,44,0,HTTP_FLOOD
1786177150.1507008,127.0.0.1,127.0.0.1,59456,5052,,183,139,HTTP_FLOOD
1786177150.15162,127.0.0.1,127.0.0.1,59456,5052,,44,0,HTTP_FLOOD
1786177150.1516416,127.0.0.1,127.0.0.1,59456,5052,,44,0,HTTP_FLOOD
1786177150.1562724,127.0.0.1,127.0.0.1,59456,5052,,44,0,HTTP_FLOOD
1786177150.1588175,127.0.0.1,127.0.0.1,59456,5052,,44,0,HTTP_FLOOD
1786177150.1617813,127.0.0.1,127.0.0.1,59457,5052,,56,0,HTTP_FLOOD
1786177150.1618898,127.0.0.1,127.0.0.1,59457,5052,,44,0,HTTP_FLOOD
1786177150.1620562,127.0.0.1,127.0.0.1,59457,5052,,183,139,HTTP_FLOOD
1786177150.1627889,127.0.0.1,127.0.0.1,59457,5052,,44,0,HTTP_FLOOD
1786177150.1628113,127.0.0.1,127.0.0.1,59457,5052,,44,0,HTTP_FLOOD
1786177150.167648,127.0.0.1,127.0.0.1,59457,5052,,44,0,HTTP_FLOOD
1786177150.169492,127.0.0.1,127.0.0.1,59457,5052,,44,0,HTTP_FLOOD
1786177150.1731555,127.0.0.1,127.0.0.1,59458,5052,,56,0,HTTP_FLOOD
1786177150.17327,127.0.0.1,127.0.0.1,59458,5052,,44,0,HTTP_FLOOD
1786177150.1734483,127.0.0.1,127.0.0.1,59458,5052,,183,139,HTTP_FLOOD
1786177150.1742642,127.0.0.1,127.0.0.1,59458,5052,,44,0,HTTP_FLOOD
1786177150.1742847,127.0.0.1,127.0.0.1,59458,5052,,44,0,HTTP_FLOOD
1786177150.179182,127.0.0.1,127.0.0.1,59458,5052,,44,0,HTTP_FLOOD
1786177150.1809504,127.0.0.1,127.0.0.1,59458,5052,,44,0,HTTP_FLOOD
1786177150.185073,127.0.0.1,127.0.0.1,59459,5052,,56,0,HTTP_FLOOD
1786177150.185207,127.0.0.1,127.0.0.1,59459,5052,,44,0,HTTP_FLOOD
1786177150.1853428,127.0.0.1,127.0.0.1,59459,5052,,183,139,HTTP_FLOOD
1786177150.1864717,127.0.0.1,127.0.0.1,59459,5052,,44,0,HTTP_FLOOD
1786177150.1864989,127.0.0.1,127.0.0.1,59459,5052,,44,0,HTTP_FLOOD
1786177150.1915643,127.0.0.1,127.0.0.1,59459,5052,,44,0,HTTP_FLOOD
1786177150.1936884,127.0.0.1,127.0.0.1,59459,5052,,44,0,HTTP_FLOOD
1786177150.1979494,127.0.0.1,127.0.0.1,59460,5052,,56,0,HTTP_FLOOD
